"sv" "en"
"mängder" "amounts"
"ganska" "quite"
"rimligt" "fair"
"regeringsställning" "office"
"bekräftar" "confirms"
"formalisera" "formalize"
"överläggningarna" "deliberations"
"komplicerat" "complicated"
"färdigt" "complete"
"före" "before"
"preciseringar" "clarifications"
"klart" "clear"
"förhoppningsvis" "hopefully"
"allmänheten" "the public"
"medlemsavgiften" "membership fee"
"sikt" "term"
"fjärdedel" "quarter"
"bönder" "farmers"
"arealstöd" "area aid"
"bidrag" "contribution"
"menar" "mean"
"varierande" "varying"
"grad" "degree"
"medfinansieras" "cofinanced"
"skattepengar" "tax money"
"mån" "Mon"
"sitter" "is"
"medfinansiera" "co-finance"
"vägas" "considered"
"såsom" "as"
"barnomsorg" "childcare"
"sjukvård" "healthcare"
"infrastrukturutbyggnad" "infrastructure development"
"polisverksamhet" "policing"
"verksamheter" "businesses"
"tidigt" "early"
"uttalat" "pronounced"
"löfte" "promise"
"dvs" "i.e."
"ungefär" "approximately"
"sak" "Thing"
"uttrycks" "expressed"
"prioriterat" "priority"
"avseendet" "sense"
"tillgodosett" "met"
"klargör" "clarifies"
"saker" "Store"
"jordbrukspolitik" "agricultural policy"
"lärt" "learned"
"tre" "three"
"suppleant" "Substitute"
"jordbruksutskottet" "agriculture Committee"
"känsla" "feeling"
"automatiskt" "automatically"
"medan" "while"
"stödet" "aid"
"behöver" "need"
"gynna" "befriend"
"miljövänligt" "Eco"
"ekologiskt" "organic"
"bedrivs" "conducted"
"skogs" "forestry"
"mellanbygder" "between areas"
"biologiska" "biological"
"mångfalden" "diversity"
"värnas" "protected"
"intryck" "impression"
"stöder" "supports"
"själva" "themselves"
"verket" "plant"
"stöda" "support"
"kritiken" "criticism"
"motion" "exercise"
"väcker" "evokes"
"borgerliga" "bourgeois"
"proposition" "bill"
"tillmötesgår" "responds"
"snäva" "tight"
"bekostnad" "expense"
"skattebetalare" "taxpayers"
"berättigat" "entitled"
"konsumenterna" "consumers"
"byråkratiskt" "bureaucratically"
"miljömässigt" "environmentally"
"dåligt" "badly"
"kostsamt" "costly"
"innebära" "means"
"jordbruksnäringen" "agribusiness"
"program" "program"
"sätts" "added"
"önskar" "desired"
"levande" "live"
"landsbygd" "countryside"
"öppna" "Open"
"landskap" "landscape"
"osv" "etc"
"grand" "grand"
"förändra" "change"
"bilden" "image"
"målas" "painted"
"väckts" "brought"
"förslaget" "proposal"
"elva" "eleven"
"minskar" "reduces"
"skjuter" "shooting"
"uppåt" "up"
"tur" "tour"
"medför" "entails"
"dels" "partly"
"minskning" "reduction"
"gårdsnivå" "farm level"
"mellansverige" "between Sweden"
"gårdar" "farms"
"värda" "worth"
"följderna" "impact"
"införa" "introduce"
"personnummer" "personal"
"kor" "cows"
"mjölkkvoter" "milk quotas"
"artikel" "Article"
"morgontidningarna" "morning papers"
"korna" "cows"
"snart" "soon"
"guld" "gold"
"handelsvara" "commodity"
"hundratusentals" "hundreds of thousands"
"rikare" "richer"
"bekymmersamt" "worrisome"
"effektivisering" "efficiency"
"yngre" "younger"
"köpa" "buy"
"mjölkkvoterna" "milk quotas"
"dyrare" "more expensive"
"rätten" "right"
"mjölka" "milk"
"kon" "cone"
"dubbelt" "twice"
"dyrt" "expensive"
"gånger" "times"
"äldre" "older"
"jordbrukare" "farmers"
"sluta" "stop"
"rätta" "correct"
"stigande" "rising"
"kapitaliseringen" "capitalization"
"följden" "sequence"
"systemet" "system"
"medföra" "lead"
"handel" "trade"
"kvoter" "quotas"
"sakfrågan" "the merits"
"tycks" "seems"
"anse" "consider"
"förfärligt" "terribly"
"handeln" "trade"
"fri" "free"
"överblivna" "Leftover"
"marknaden" "market"
"undersöka" "examine"
"titta" "look"
"danmark" "Denmark"
"priserna" "rates"
"fastställs" "down"
"administrativt" "administrative"
"nackdelar" "disadvantages"
"byråkrati" "bureaucracy"
"omkring" "about"
"möjligen" "possibly"
"lindra" "relieve"
"röster" "votes"
"besitta" "possess"
"ministerrådet" "Council of Ministers"
"önskat" "desired"
"kunnat" "could"
"begära" "ask"
"fritt" "free"
"animalieproducenter" "livestock producers"
"bundna" "bonded"
"krångligt" "difficult"
"gynnar" "favors"
"konventionella" "conventional"
"odlingen" "cultivation"
"ekologiska" "organic"
"överleva" "survive"
"beijer" "Beijer"
"varven" "shipyards"
"villkor" "terms"
"internationell" "international"
"konkurrensneutralitet" "competitive"
"varvsnäringen" "shipbuilding industry"
"medverkat" "contributed"
"resulterade" "resulted in"
"juli" "July"
"japan" "japan"
"sydkorea" "South Korea"
"usa" "USA"
"norge" "Norway"
"princip" "principle"
"statligt" "State"
"slopas" "discontinued"
"januari" "January"
"betyder" "mean"
"konkurrensneutrala" "precompetitive"
"uppnås" "obtained"
"planet" "planet"
"undertecknas" "signed"
"början" "beginning"
"december" "December"
"underlag" "basis"
"avseende" "respect"
"konkurrenssituation" "competition"
"närings" "nutritional"
"teknikutvecklingsverket" "Technical Development"
"nutek" "Nutek"
"överlämnade" "submitted"
"slutrapport" "final report"
"beredningen" "preparation"
"helhet" "whole"
"närvarande" "present"
"regeringskansliet" "Government Offices"
"senare" "later"
"redovisa" "present"
"anledning" "reason"
"riksdagsbeslutet" "parliamentary decision"
"omöjlig" "impossible"
"order" "order"
"ökad" "increased"
"kostnad" "cost"
"förhållande" "relationship"
"varv" "turn"
"kvar" "left"
"åtminstone" "at least"
"sätta" "put"
"hård" "hard"
"press" "press"
"tidigareläggas" "brought forward"
"drabba" "affect"
"beaktat" "considered"
"berättar" "tell"
"nämnde" "mentioned"
"bereder" "preparing"
"hyser" "harboring"
"all" "all"
"respekt" "respect"
"beställningen" "order"
"svårigheter" "difficulties"
"bakgrund" "background"
"råder" "is"
"lång" "long"
"slag" "kind"
"hinner" "have time to"
"bekymmersam" "worrisome"
"omständigheten" "fact"
"kronan" "crown"
"sjunkit" "sunk"
"meningar" "sentences"
"betydelsen" "significance"
"konkurrensfördel" "competitive advantage"
"återkomma" "return"
"påpeka" "point out"
"valrörelsen" "election campaign"
"somras" "Last summer"
"lovade" "promised"
"statsminister" "Prime Minister"
"ingvar" "Ingvar"
"carlsson" "Carlsson"
"organisationerna" "organizations"
"snabba" "rapid"
"hösten" "fall"
"varvet" "yard"
"oskarshamn" "Oskarshamn"
"vore" "were"
"förvänta" "expect"
"regeringsbeslut" "Government decision"
"nyår" "New Year"
"stanna" "stay"
"energifrågan" "energy issue"
"hänvisar" "refers"
"citerar" "cites"
"egentligen" "actually"
"enda" "only"
"följde" "followed"
"riksdagsdebatten" "parliamentary debate"
"entydigt" "clear"
"innebar" "meant"
"reaktorerna" "reactors"
"drivas" "driven"
"längst" "farthest"
"högst" "maximum"
"stycken" "pieces"
"refererades" "referenced"
"partierna" "portions"
"däri" "therein"
"ligger" "is located"
"åsikten" "said"
"reaktor" "reactor"
"avvecklas" "wound"
"uppenbarligen" "obviously"
"korrespondens" "correspondence"
"ägt" "taken"
"rum" "room"
"angående" "concerning"
"förhållandevis" "relatively"
"översiktligt" "briefly"
"speciella" "special"
"ambition" "ambition"
"fatt" "making"
"tidsangivelse" "timing"
"ifrån" "from"
"slutet" "end"
"någonting" "anything"
"datum" "date"
"bestämmas" "determined"
"leo" "leo"
"persson" "Persson"
"allergiker" "allergy sufferers"
"sammansatta" "compound"
"livsmedels" "food"
"innehållsförteckning" "Table of Contents"
"anpassat" "adapted"
"reglerna" "rules"
"märkning" "marking"
"livsmedel" "food"
"euregler" "EU regulations"
"följd" "sequence"
"ees" "ees"
"avtalet" "Agreement"
"förändring" "change"
"civilministern" "civilian minister"
"förstå" "Understand"
"välja" "select"
"bäst" "best"
"ens" "even"
"återinföra" "reintroducing"
"varudeklaration" "declaration"
"finnas" "be"
"metod" "method"
"hjälpa" "help"
"gruppen" "group"
"sett" "seen"
"skillnad" "difference"
"regler" "control"
"innehållsdeklarationer" "content declarations"
"störst" "most"
"ingredienser" "ingredients"
"skala" "scale"
"ingredienserna" "ingredients"
"korven" "sausage"
"ingrediensen" "ingredient"
"mindre" "less"
"varans" "goods"
"totala" "total"
"innehåll" "content"
"försämring" "deterioration"
"allergiframkallande" "allergenic"
"ämnen" "substances"
"mjölk" "milk"
"ägg" "egg"
"nötter" "nuts"
"längre" "longer"
"alltid" "always"
"deklareras" "declared"
"eesavtalet" "eesavtalet"
"myndigheter" "agencies"
"börjat" "began"
"agera" "act"
"saken" "matter"
"livsmedelsverket" "food Agency"
"följaktligen" "consequently"
"rekommenderat" "registered"
"tillverkare" "manufacturer"
"fortsättningen" "continue"
"innehållet" "content"
"rekommendationen" "recommendation"
"noga" "carefully"
"agerar" "act"
"lovvärt" "commendable"
"påverka" "affect"
"inse" "realize"
"grundsyn" "basic view"
"rent" "purely"
"praktiskt" "practically"
"optimistisk" "optimistic"
"förmåga" "ability"
"självfallet" "course"
"självklara" "natural"
"innehållsdeklaration" "contains"
"långt" "far"
"regel" "rule"
"övertagit" "took over"
"rekommendation" "recommendation"
"ändring" "change"
"strategi" "strategy"
"ökning" "increase"
"odlade" "cultured"
"produkter" "products"
"svårare" "difficult"
"framställda" "prepared"
"produkterna" "products"
"brukar" "usually"
"slags" "sort of"
"miljömärkning" "ecolabelling"
"virrvarr" "jumble"
"miljömärkningssystem" "eco-labeling schemes"
"förstått" "understood"
"enig" "unity"
"konsumentupplysning" "consumerism"
"hanteras" "handled"
"nog" "probably"
"perssons" "Persson"
"riktig" "TRUE"
"oklarheter" "uncertainties"
"lever" "liver"
"avtal" "agreement"
"gränskontrollerna" "border controls"
"försvinner" "disappear"
"kontrollen" "control"
"förs" "out"
"utsträckning" "extent"
"fallet" "case"
"bygga" "build"
"livsmedelskontroll" "food control"
"görs" "is"
"importerar" "imports"
"livsmedlen" "food"
"problemen" "problems"
"kolossalt" "colossally"
"punkter" "points"
"regelverken" "regulations"
"regeringsperioden" "government period"
"skrivits" "written"
"energikommissionen" "energy Commission"
"skett" "done"
"formuleringen" "formulation"
"bunden" "bound"
"förmodar" "presume"
"avstånd" "distance"
"regering" "government"
"direktiven" "Directives"
"stark" "strong"
"moralisk" "moral"
"förpliktelse" "obligation"
"leva" "live"
"folkomröstningsresultatet" "referendum"
"bekräftats" "confirmed"
"påverkansmöjligheter" "advocacy opportunities"
"mening" "sentence"
"begränsade" "limited"
"vare" "to"
"konsumentminister" "consumer Minister"
"utnyttja" "use"
"gives" "given"
"oroa" "worry"
"äter" "eat"
"agne_hansson" "Agne Hansson"
"statsrådet" "Government"
"jörgen" "jörgen"
"andersson" "anderson"
"beredd" "prepared"
"kooperativa" "cooperative"
"hyresrätten" "leasehold"
"ges" "given"
"fortsättning" "continuation"
"bostadsmarknaden" "housing"
"fördelat" "distributed"
"svara" "respond"
"tillkallade" "summoned"
"kommitte" "committee"
"utvärdera" "evaluate"
"försöksverksamheten" "the trials"
"kooperativ_hyresrätt" "co-tenancy"
"initiativ" "initiative"
"inleds" "start"
"nytt" "new"
"utvärderingen" "evaluation"
"upplåtelseformen" "form of tenure"
"permanentas" "perpetuated"
"avvaktan" "pending"
"förlänger" "extends"
"giltighetstid" "period of validity"
"justitieministern" "Minister of Justice"
"ställts" "set"
"avbryter" "cancels"
"positivt" "positively"
"boendeform" "housing"
"omtyckt" "Popular"
"turer" "tours"
"tvekat" "hesitated"
"tveksam" "hesitant"
"permanentning" "perm"
"visar" "shows"
"hållbar" "sustainable"
"tidsrymd" "period"
"räkna" "count"
"ändrat" "changed"
"behövdes" "needed"
"utvärderat" "evaluated"
"skötas" "operated"
"boverket" "Building and Planning"
"göras" "done"
"justitiedepartementet" "Department of Justice"
"bereda" "prepare"
"ärendet" "matter"
"mera" "more"
"försöksverksamhet" "experimentation"
"försök" "attempt"
"runt" "around"
"etablera" "establish"
"nämnda" "said"
"velat" "wanted"
"upplägget" "layup"
"åstadkomma" "achieve"
"permanent" "permanent"
"lagstiftning" "legislation"
"stödde" "supported"
"boendeformen" "accommodation form"
"centerpartiet" "Centre party"
"medverkade" "contributed"
"parti" "party"
"oskyldiga" "innocent"
"turerna" "tours"
"beskrivs" "described"
"håll" "hold"
"otåliga" "impatient"
"fort" "fast"
"spolar" "coils"
"håkan_strömberg" "Håkan Strömberg"
"kommunikationsministern" "communications Minister"
"lag" "law"
"obligatorisk" "compulsory"
"ansvarsförsäkring" "liability insurance"
"sjöfart" "shipping"
"besvara" "answer"
"angeläget" "set location"
"skadats" "damaged"
"ersättning" "replacement"
"person" "person"
"skadas" "damaged"
"omkommer" "die"
"ekonomisk" "economic"
"visserligen" "Although"
"uppväga" "offset"
"skada" "damage"
"drabbat" "affected"
"skadelidande" "victim"
"anhöriga" "relatives"
"ersättningen" "compensation"
"skadeverkningarna" "harmful effects"
"generellt" "generally"
"detsamma" "the same"
"flertalet" "most"
"sjöfartsnationer" "maritime nations"
"saknar" "lack"
"generella" "general"
"beror" "depend"
"betydelsefull" "important"
"synes" "seemingly"
"påvisats" "detected"
"yrkesmässiga" "professional"
"sjöfartens" "shipping"
"passagerarfärjor" "passenger ferries"
"förhåller" "relate"
"rederierna" "shipping companies"
"taget" "time"
"tecknar" "signs"
"frivilligt" "optional"
"regelmässigt" "regularly"
"sjölagen" "Maritime Act"
"begränsat" "restricted"
"belopp" "amount"
"följer" "follows"
"konventioner" "conventions"
"stånd" "stand"
"kraftig" "vigorous"
"höjning" "increase"
"begränsningsbelopp" "limiting amount"
"kommit" "come"
"sjöfarten" "shipping"
"övervägande" "predominant"
"består" "comprises"
"trafik" "traffic"
"avvakta" "await"
"utvecklingen" "development"
"innan" "before"
"överväger" "considering the"
"särlösning" "special solution"
"omedelbar" "immediate"
"utsikt" "view"
"glömmas" "forgotten"
"bort" "away"
"hägnet" "enclosure"
"olycka" "accident"
"hände" "happened"
"färjan" "ferry"
"brister" "flaws"
"sjösäkerheten" "maritime safety"
"uppdagats" "detected"
"säkerhetsåtgärder" "safety"
"minimera" "minimize"
"olycksfall" "accident"
"tillbud" "incidents"
"framkommit" "disclosed"
"reglerar" "regulates"
"skador" "damage"
"olyckor" "accidents"
"inträffa" "occur"
"färd" "trip"
"båt" "Boat"
"häpnadsväckande" "amazing"
"moped" "moped"
"trafikförordningen" "Road Traffic"
"framföras" "performed"
"fordonet" "vehicle"
"lastfartyg" "cargo ship"
"tusentals" "thousands of"
"passagerare" "passenger"
"tvingande" "imperative"
"socialdemokratiskt" "social Democrats"
"krävt" "required"
"obligatoriska" "mandatory"
"båtregister" "båtregister"
"återinföras" "reinstated"
"skäl" "reason"
"återinförande" "restoration"
"register" "register"
"bestämmelser" "Conditions"
"båtar" "boats"
"omfattas" "subject"
"stifta" "enact"
"beklagar" "regrets"
"olycksrisken" "the risk of accidents"
"ägaren" "Owner"
"gottgörelse" "compensation"
"båten" "boat"
"försäkrad" "insured"
"lämnat" "left"
"sikte" "sight"
"sjötrafiken" "maritime traffic"
"fritidsbåtar" "recreational boats"
"försäkring" "insurance"
"sammanhang" "context"
"tillsättandet" "the appointment"
"energikommission" "energy Commission"
"ramar" "frames"
"politiken" "policy"
"utformas" "formed"
"framöver" "ahead"
"refererar" "refers"
"väsentligt" "substantially"
"synen" "sight"
"reaktorer" "reactors"
"ansluter" "connecting"
"skickligt" "ably"
"uttolkat" "Interpreted"
"debatten" "debate"
"oklarhet" "uncertainty"
"elver_jonsson" "Elver Jonsson"
"promillegränser" "BAC limits"
"bekämpa" "combat"
"sjöfylleri" "sjöfylleri"
"promilleregler" "BAC rules"
"införas" "introduced"
"aktualiserats" "fore"
"tillfällen" "occasions"
"årens" "years"
"lopp" "race"
"anförts" "forward"
"särpräglade" "distinctive"
"förhållanden" "conditions"
"betydande" "considerable"
"lagstiftningen" "legislation"
"särskilja" "distinguish"
"påkallade" "called for"
"omfattar" "comprises"
"bekant" "known"
"enbart" "solely"
"fartyg" "Ship"
"fullgör" "fulfills"
"väsentlig" "essential"
"säkerheten" "safety"
"sjöss" "sea"
"sjön" "lake"
"kanoter" "canoes"
"oceangående" "oceangoing"
"inskärpa" "inculcate"
"kraven" "claims"
"nykterhet" "sobriety"
"hänsynsfullt" "considerately"
"beteende" "behavior"
"ändrades" "changed"
"straffbestämmelserna" "Penal provisions"
"ändringarna" "changes"
"skärpt" "sharp"
"syn" "view"
"onykterhet" "drinking and driving"
"delades" "awarded"
"grader" "degrees"
"grovt" "rough"
"syftena" "purposes"
"lagändringen" "amendment"
"tydligare" "clear"
"uttryck" "expression"
"gärningar" "deeds"
"bedömas" "assessed"
"strängare" "stricter"
"gavs" "was"
"utrymme" "space"
"nyanserad" "nuanced"
"hänsyn" "regard"
"omständigheterna" "circumstances"
"enskilt" "single"
"uttalade" "pronounced"
"propositionen" "bill"
"rattfylleri" "drunk driving"
"effekterna" "effects"
"ändringar" "changes"
"klarlagts" "clarified"
"brottsförebyggande" "crime"
"underlaget" "base"
"föreligger" "exists"
"skärpningar" "tightening"
"form" "form"
"riksdagsbehandlingen" "parliamentary discussion"
"utskottet" "Committee"
"erinran" "reminder"
"brå" "brå"
"slutredovisa" "final report"
"senast" "last"
"februari" "February"
"bestämmelserna" "provisions"
"följetong" "serial"
"bearbetat" "processed"
"frågeställningen" "issue"
"förut" "before"
"desto" "the"
"opinionsbildning" "advocacy"
"sjöfylleriet" "sjöfylleriet"
"betydligt" "considerably"
"allvarligare" "serious"
"regeringar" "governments"
"hållas" "be"
"räkning" "Bill"
"justitieministerns" "Minister of Justice"
"invändningar" "objections"
"gammaldags" "old-fashioned"
"diskuterades" "discussed"
